batch,gt_group,taxonomy,source_a_ids,source_b_ids,expected_behavior,injection_notes
12,GT-S0014,CLEAN,pay_SA00014,led_SB00014,Stage 1 exact match on order_ref + amount + date window.,identical amount 21026.75; settlement lag 1d
12,GT-S0015,CLEAN,pay_SA00015,led_SB00015,Stage 1 exact match on order_ref + amount + date window.,identical amount 44821.50; settlement lag 0d
12,GT-S0016,CLEAN,pay_SA00016,led_SB00016,Stage 1 exact match on order_ref + amount + date window.,identical amount 36380.75; settlement lag 0d
12,GT-S0017,CLEAN,pay_SA00017,led_SB00017,Stage 1 exact match on order_ref + amount + date window.,identical amount 8706.25; settlement lag 0d
12,GT-S0018,CLEAN,pay_SA00018,led_SB00018,Stage 1 exact match on order_ref + amount + date window.,identical amount 8387.50; settlement lag 1d
12,GT-S0019,CLEAN,pay_SA00019,led_SB00019,Stage 1 exact match on order_ref + amount + date window.,identical amount 10864.00; settlement lag 1d
12,GT-S0020,CLEAN,pay_SA00020,led_SB00020,Stage 1 exact match on order_ref + amount + date window.,identical amount 18865.99; settlement lag 1d
12,GT-S0021,CLEAN,pay_SA00021,led_SB00021,Stage 1 exact match on order_ref + amount + date window.,identical amount 41869.50; settlement lag 0d
12,GT-S0022,CLEAN,pay_SA00022,led_SB00022,Stage 1 exact match on order_ref + amount + date window.,identical amount 20095.50; settlement lag 0d
12,GT-S0023,CLEAN,pay_SA00023,led_SB00023,Stage 1 exact match on order_ref + amount + date window.,identical amount 42257.00; settlement lag 2d
12,GT-S0024,CLEAN,pay_SA00024,led_SB00024,Stage 1 exact match on order_ref + amount + date window.,identical amount 11469.75; settlement lag 2d
12,GT-S0025,CLEAN,pay_SA00025,led_SB00025,Stage 1 exact match on order_ref + amount + date window.,identical amount 37187.00; settlement lag 0d
12,GT-S0026,CLEAN,pay_SA00026,led_SB00026,Stage 1 exact match on order_ref + amount + date window.,identical amount 42288.99; settlement lag 1d
12,GT-S0027,CLEAN,pay_SA00027,led_SB00027,Stage 1 exact match on order_ref + amount + date window.,identical amount 14065.99; settlement lag 1d
12,GT-S0028,CLEAN,pay_SA00028,led_SB00028,Stage 1 exact match on order_ref + amount + date window.,identical amount 42126.00; settlement lag 2d
12,GT-S0029,CLEAN,pay_SA00029,led_SB00029,Stage 1 exact match on order_ref + amount + date window.,identical amount 42318.00; settlement lag 0d
12,GT-S0030,CLEAN,pay_SA00030,led_SB00030,Stage 1 exact match on order_ref + amount + date window.,identical amount 45141.25; settlement lag 1d
12,GT-S0031,FEE_NET,pay_SA00031,led_SB00031,Reconstruct gross from A using 2.00% fee and match. Learnable rule: 'Helios Cloud settlements are net of 2.00% fee'.,vendor=Helios Cloud; fee=2.00%; A_net=3813.91 B_gross=3891.75 fee_amt=77.84
12,GT-S0032,FEE_NET,pay_SA00032,led_SB00032,Reconstruct gross from A using 2.00% fee and match. Learnable rule: 'Helios Cloud settlements are net of 2.00% fee'.,vendor=Helios Cloud; fee=2.00%; A_net=6545.67 B_gross=6679.25 fee_amt=133.58
12,GT-S0033,FEE_NET,pay_SA00033,led_SB00033,Reconstruct gross from A using 2.36% fee and match. Learnable rule: 'Quark Pay settlements are net of 2.36% fee'.,vendor=Quark Pay; fee=2.36%; A_net=16957.38 B_gross=17367.25 fee_amt=409.87
12,GT-S0034,FEE_NET,pay_SA00034,led_SB00034,Reconstruct gross from A using 2.36% fee and match. Learnable rule: 'Quark Pay settlements are net of 2.36% fee'.,vendor=Quark Pay; fee=2.36%; A_net=12349.02 B_gross=12647.50 fee_amt=298.48
12,GT-S0035,TIME_LAG,pay_SA00035,led_SB00035,Do not Stage-1 match; classify TIME_LAG and widen window once.,identical amount 5831.75; settlement lag 9d (outside 2-3d window)
12,GT-S0036,TIME_LAG,pay_SA00036,led_SB00036,Do not Stage-1 match; classify TIME_LAG and widen window once.,identical amount 2742.99; settlement lag 10d (outside 2-3d window)
12,GT-S0037,TIME_LAG,pay_SA00037,led_SB00037,Do not Stage-1 match; classify TIME_LAG and widen window once.,identical amount 2339.00; settlement lag 9d (outside 2-3d window)
12,GT-S0038,FX_ROUND,pay_SA00038,led_SB00038,Fuzzy/tolerant match within paise band; log the amount delta.,A=2407.01 B=2407.00 delta=0.01 (paise-level)
12,GT-S0039,FX_ROUND,pay_SA00039,led_SB00039,Fuzzy/tolerant match within paise band; log the amount delta.,A=1985.99 B=1986.00 delta=-0.01 (paise-level)
12,GT-S0040,FX_ROUND,pay_SA00040,led_SB00040,Fuzzy/tolerant match within paise band; log the amount delta.,A=10482.27 B=10482.25 delta=0.02 (paise-level)
12,GT-S0041,FX_ROUND,pay_SA00041,led_SB00041,Fuzzy/tolerant match within paise band; log the amount delta.,A=5764.47 B=5764.50 delta=-0.03 (paise-level)
